response,guild,atlas,period,survey,cwm_sti,expected_richness,n_species,site,X,Y,tmean_breeding,prec_breeding,hh,perc_urban,perc_cropland,perc_pasture,perc_forest,perc_grass_shrub
cwm_sti,all_species,1,1970s,AD90_1,11.485454149413885,46.93829583095509,157,AD90,447500.0709493527,6252499.57832838,8.47988972508823,135.417750659986,0.618778363356389,0,0.0933377430831709,0.282515181253616,0,0.0630141046866698
cwm_sti,all_species,1,1970s,BD19_1,11.836933890544513,67.13935349383976,157,BD19,457500.063487968,6297499.744964002,8.37309115174707,136.040808322755,0.780667321190935,0.0243546676620339,0.18459861776607,0.299502133768088,0.118682525024116,0.235774732630159
cwm_sti,all_species,1,1970s,DC09_1,12.046399353541164,45.92459301434293,157,DC09,552499.6781305044,6347499.774804628,8.54262216520824,122.022766439701,0.189512668041235,0.0266417256378665,0.896596436937485,0,0,0.0767618374246486
cwm_sti,all_species,1,1970s,DB11_1,12.09366907901602,54.656701856830665,157,DB11,557499.6898730142,6357499.755865983,8.42796743326567,120.616290811715,0.449415964138006,0.340965356192441,0.659034643807558,0,0,0
cwm_sti,all_species,1,1970s,DB13_1,12.234633613541126,32.74862806357594,157,DB13,557499.6790873646,6367499.744899912,8.40398419705715,120.547049347749,0.514697585721414,0.304787664869584,0.6221483302317,0,0.0730640048987164,0
cwm_sti,all_species,1,1970s,DB14_1,12.087939474383743,39.23917848910627,157,DB14,557499.6920318474,6372499.795985679,8.38211620111851,119.34811944413,0.463604071781248,0.188930470791353,0.70143907252622,0.0913871741649368,0,0.01824328251749
cwm_sti,all_species,1,1970s,DB15_1,12.065359831244217,41.259546120503465,157,DB15,557499.6776623846,6377499.772861233,8.31896655100977,122.930284291606,0.582794077276637,0.121773341504319,0.583357364408126,0.0291827575865975,0.0485533532657787,0.217133183235179
cwm_sti,all_species,1,1970s,DB16_1,11.91799774519727,51.15437309682872,157,DB16,557499.6934591797,6382499.787658613,8.37739569851295,119.151223128812,0.742930829363211,0.26186985226138,0.025849631837939,0.251666154555742,0.021338918783007,0.0243546682994634
cwm_sti,all_species,1,1970s,BD20_1,12.056758715232316,40.72555951625907,157,BD20,462500.0521724849,6252499.692892568,8.4199740830689,140.23582035852,0.456609538436764,0,0.707453295854463,0.0397231566957469,0.190873160276152,0.0619503871736378
cwm_sti,all_species,1,1970s,DB20_1,12.197572367651935,35.05620815490471,157,DB20,562499.6596629414,6352499.822055593,8.37252824588468,123.321345281843,0.00399967395610012,0.00200385240250115,0.997996147597499,0,0,0
cwm_sti,all_species,1,1970s,DB21_1,12.048317318510522,31.20532094812379,157,DB21,562499.6778171846,6357499.774650563,8.36348870107653,120.866381959335,0.236517515100911,0.105380003563523,0.866955724239629,0,0,0.0276642721968487
cwm_sti,all_species,1,1970s,DB22_1,12.04709057597809,32.66983547465052,157,DB22,562499.6515363256,6362499.764446196,8.40296755641202,118.347386778617,0.349788643169907,0.0844860453843664,0.793740618184347,0.109596002788158,0,0.0121773336431286
cwm_sti,all_species,1,1970s,DB23_1,12.23078375375564,34.79154281440887,157,DB23,562499.6400820935,6367499.792328508,8.38819294107368,118.164764455608,0.395316810693855,0.271217145194242,0.728782854805758,0,0,0
cwm_sti,all_species,1,1970s,DB24_1,12.117406589986668,51.382965807696465,157,DB24,562499.6441820732,6372499.746949654,8.32827241826743,119.621226198067,0.324990386208849,0.184260842141569,0.80058601819827,0.00603149878149053,0.0091216408786708,0
cwm_sti,all_species,1,1970s,DB25_1,12.123287366636323,49.59620021432729,157,DB25,562499.6611575983,6377499.739594084,8.28720809155285,118.742769346228,0.27595472663145,0.118763081017121,0.84164922531038,0,0.0395876936724988,0
cwm_sti,all_species,1,1970s,DB26_1,11.996647128276445,47.38891450278554,157,DB26,562499.6900292314,6382499.770230629,8.43371555015878,112.823529367313,0.742081599861568,0.0547408333519209,0.291347912348479,0.111250805238404,0.350897159431752,0
cwm_sti,all_species,1,1970s,DB31_1,12.0235889389099,33.18389681031626,157,DB31,567499.6497347835,6357499.773935058,8.21465138148638,124.441296594044,0.392149450952612,0.0200741984473685,0.764043397622899,0,0.121773338273127,0.0941090656566056
cwm_sti,all_species,1,1970s,DB32_1,12.067913089965085,43.21675566129915,157,DB32,567499.649767541,6362499.788996397,8.2995226565043,121.006791996966,0.227090882742906,0.111226729487682,0.871925387134855,0,0.0168478833774628,0
cwm_sti,all_species,1,1970s,BD21_1,11.985863170416131,52.861741200880175,157,BD21,462500.04652625887,6257499.613366459,8.36335238952656,141.259652939168,0.338739335334111,0,0.123910046025522,0.0705988839020436,0.800466121712524,0.00502494835991016
cwm_sti,all_species,1,1970s,DB33_1,12.103878738360782,50.718519945043454,157,DB33,567499.6483663965,6367499.730884405,8.3545476229885,119.532711297237,0.301866765050602,0.0845814759538851,0.828497613464905,0,0.0235444942331443,0.0633764163480659
cwm_sti,all_species,1,1970s,DB34_1,12.102394536715016,62.12456772257633,157,DB34,567499.6427126657,6372499.710880268,8.22950339211411,124.367188791054,0.503431575990147,0.0487093353091472,0.671057245643149,0,0.188140730377178,0.0920926886705255
cwm_sti,all_species,1,1970s,DB35_1,12.127710067985163,47.993131454831584,157,DB35,567499.6318198992,6377499.728951592,8.36706875667248,113.151839602963,0.0118807589097009,0,0.99391133308599,0,0,0.00608866691400947
cwm_sti,all_species,1,1970s,DB36_1,12.03250618327479,38.280536068861316,157,DB36,567499.676348217,6382499.674741831,8.45221645641861,113.945373136004,0.748237773630956,0.0487093353093166,0.362936629077277,0.263410306991677,0.11485727011933,0.0243546676546583
cwm_sti,all_species,1,1970s,DB40_1,12.100879833610714,62.48396292954345,157,DB40,572499.6344654928,6352499.8530826,8.16915032351451,123.155301567544,0.658383370165717,0.0323655280344346,0.451095713240902,0.0466860250577761,0.345654365375363,0.124198368291525
cwm_sti,all_species,1,1970s,DB41_1,12.095617780450695,36.04704420547338,157,DB41,572499.6216895938,6357499.864695008,8.27733388517769,117.776705540057,0.240544935093931,0.099843699915006,0.865247401727971,0.00687336454375045,0,0.0280355338132729
cwm_sti,all_species,1,1970s,DB42_1,12.069651161468045,48.552983875879015,157,DB42,572499.5906535387,6362499.80320541,8.18405816692163,122.888813286962,0.460316391136923,0,0.679563392149373,0,0.275408136567144,0.0450284712834821
cwm_sti,all_species,1,1970s,DB43_1,12.092312050414233,49.48587246032354,157,DB43,572499.5984189146,6367499.780956781,8.35099788805443,115.515538964211,0.207822499805906,0,0.8856241542001,0,0.031629747688971,0.0827460981109288
cwm_sti,all_species,1,1970s,DB44_1,12.111922657665597,57.60038903008669,157,DB44,572499.5838254265,6372499.796851205,8.35229748222564,115.509601311661,0.323462147534762,0.124198368283288,0.811829008050408,0,0.0318614528668199,0.0321111707994842
cwm_sti,all_species,1,1970s,DB45_1,12.152353757253342,45.510478129134604,157,DB45,572499.6077339851,6377499.740606079,8.40159978169639,115.083634382768,0.253956214714498,0.121773341850552,0.854850997947474,0.00242502644009758,0,0.020950633761877
cwm_sti,all_species,1,1970s,BD22_1,12.007223257711205,41.39131854818906,157,BD22,462500.04672205047,6262499.682150681,8.31476915010112,137.611592998638,0.523163207561323,0,0.475539849675417,0,0.500105482855181,0.0243546674694014
cwm_sti,all_species,1,1970s,DB46_1,12.05355223640094,22.990290602328113,157,DB46,572499.6071544627,6382499.722435604,8.4199889097286,117.521309403123,0.741103002367625,0.0243546683687208,0.367271084657154,0.282914921052509,0.18064385952664,0.0837431190170756
cwm_sti,all_species,1,1970s,DB52_1,12.113617322024064,37.66672293292675,157,DB52,577499.5523310879,6362499.807698655,8.20087258153994,121.283888683061,0.162026394128512,0.0487093336274749,0.913323320252847,0,0,0.0379673461196783
cwm_sti,all_species,1,1970s,DB53_1,12.080483798826043,42.336857045374906,157,DB53,577499.5700187528,6367499.831857608,8.1492180963394,124.58292745604,0.534469277934668,0,0.611766000841342,0,0.283308544101669,0.104925455056989
cwm_sti,all_species,1,1970s,DB54_1,12.076346078348935,53.063753390485736,157,DB54,577499.5493575014,6372499.782863706,8.28386084797935,120.874942686535,0.749925135237468,0.168057641402693,0.202397080826276,0.132646849269273,0.389547947159566,0.107350481342191
