trait_family,trait_value,n_species,model_set,predictor,n_rows,bandwidth_m,aicc,rss,local_r2_mean,local_r2_median,local_r2_max,max_abs_local_t,status
Foraging guild,Aquatic pursuers,6,multivariate_reduced,NA,1776,100000,-12385.380839698233,0.09208606858459652,0.22392052464420473,0.23475910735403427,0.3781051521935169,12.64672089533318,ok
Foraging guild,Dabbling ducks,7,multivariate_reduced,NA,1776,100000,-11293.02449610573,0.17033876280385513,0.1266202328203626,0.11229767644848565,0.728977367264192,7.895031820837102,ok
Foraging guild,Diurnal raptors,7,multivariate_reduced,NA,1776,100000,-11563.117022893106,0.1463074239066574,0.2693436016133519,0.2706452966258285,0.7121657580665443,11.136493876884273,ok
Foraging guild,Foliage gleaners,9,multivariate_reduced,NA,1776,100000,-8624.34024153909,0.7654215343123948,0.18932538754755115,0.16476244797553552,0.5828723050885171,11.839718058008762,ok
Foraging guild,Gulls,5,multivariate_reduced,NA,1776,100000,-12510.807070812794,0.08580701730567517,0.12435402851915105,0.10292740566062997,0.550750110285261,5.705211421699363,ok
Foraging guild,Low flycatching feeders,9,multivariate_reduced,NA,1776,100000,-10313.638616317474,0.29567036144129777,0.3099328367388177,0.28870120008288136,0.8342063526017962,10.402863846692586,ok
Foraging guild,Marsh warblers,6,multivariate_reduced,NA,1776,100000,-11155.511038863284,0.18405192613210175,0.2183355951848584,0.20296181410966535,0.6058300379626482,7.93809165499748,ok
Foraging guild,Omnivorous corvids,7,multivariate_reduced,NA,1776,100000,-11026.116708066851,0.19796200003823822,0.28568809106890314,0.24752328198427279,0.5415297150234921,8.570967920980042,ok
Foraging guild,Open-land insectivores,6,multivariate_reduced,NA,1776,100000,-12616.263509846094,0.08086023450522001,0.1534696789489627,0.14064782182234647,0.5637871208562055,8.385154484211343,ok
Foraging guild,Owls,5,multivariate_reduced,NA,1776,100000,-13998.701758140041,0.03712617512302066,0.3038971306643747,0.2584061001798972,0.865843968769449,7.219604927038427,ok
Foraging guild,Passerine seedeaters,12,multivariate_reduced,NA,1776,100000,-11451.707458161714,0.1557793623042553,0.330990819095663,0.32221180194637483,0.6208524286674788,14.787254043301905,ok
Foraging guild,Plovers,6,multivariate_reduced,NA,1776,100000,-11172.269606221975,0.18232335651087123,0.21594737200047218,0.20547642487136691,0.8356684137146528,9.550587055661024,ok
Foraging guild,Rails,5,multivariate_reduced,NA,1776,100000,-12043.929381314121,0.11160684373462196,0.23791833999026563,0.2270956894657995,0.4803794290709318,13.745173833696672,ok
Foraging guild,Scolopacids,9,multivariate_reduced,NA,1776,100000,-11218.473848407382,0.17764121900731597,0.23519270858310878,0.2232328250044829,0.891158836622171,10.57500722699106,ok
Foraging guild,Terns,5,multivariate_reduced,NA,1776,100000,-13382.4719888511,0.05252548451818659,0.23257739566195004,0.23094468544220256,0.9413006726543138,9.046669058964717,ok
Foraging guild,Tit-like birds,12,multivariate_reduced,NA,1776,100000,-9582.384320068504,0.4462982604471184,0.1408724634604751,0.11444928731887036,0.8692507920133566,6.553007090330055,ok
Foraging guild,Woodpeckers,5,multivariate_reduced,NA,1776,100000,-13332.94824058591,0.05401076964806417,0.1811994968379987,0.18899886858261417,0.8183408659595971,7.86213610806503,ok
Migratory strategy,long-distance,44,multivariate_reduced,NA,1776,100000,-8452.275407689476,0.8432892843604257,0.4041712401919011,0.3740547580546203,0.6492764562918667,15.2174415716037,ok
Migratory strategy,sedentary,35,multivariate_reduced,NA,1776,100000,-7424.911113293321,1.5038457601963975,0.14704599032197493,0.11970158096320851,0.6263503675757471,5.714456549691887,ok
Migratory strategy,sedentary and short-distance,31,multivariate_reduced,NA,1776,100000,-9548.204335050252,0.45497067256226,0.3352877969262977,0.33444039896478894,0.5997395286410182,18.020499865800975,ok
Migratory strategy,short-and long-distance,8,multivariate_reduced,NA,1776,100000,-13641.16598063745,0.045405690554490404,0.1622392023191678,0.1354782144435562,0.6100372651850313,8.094885155241107,ok
Migratory strategy,short-distance,39,multivariate_reduced,NA,1776,100000,-9524.49670115229,0.4610847446271582,0.16069081390597834,0.13376449875788105,0.8246449497997966,8.690821691421801,ok
