atlas,period,guild_pair_type,guild_1,guild_2,guild_pair,n_pairs,mean_omega,median_omega,mean_abs_omega,prop_supported_positive,prop_supported_negative,net_support_prop,atlas_mean_omega,atlas_median_omega,atlas_prop_supported_positive,atlas_prop_supported_negative,atlas_net_support_prop,n_species_guild_1,n_species_guild_2,mean_omega_minus_atlas_average,prop_positive_minus_atlas_average,prop_negative_minus_atlas_average,net_support_minus_atlas_average,unstable_small_pair_count
1,1970s,Within guild,Grazing waterfowl,Grazing waterfowl,Grazing waterfowl,1,0.8811750789771906,0.8811750789771906,0.8811750789771906,1,0,1,0.3648027945300652,0.37206647904249524,0.5662257063530949,0.024906091785072675,0.5413196145680222,2,2,0.5163722844471255,0.4337742936469051,-0.024906091785072675,0.45868038543197776,TRUE
1,1970s,Within guild,Marsh warblers,Marsh warblers,Marsh warblers,15,0.8441368025654694,0.8669492849533348,0.8441368025654694,1,0,1,0.3648027945300652,0.37206647904249524,0.5662257063530949,0.024906091785072675,0.5413196145680222,6,6,0.4793340080354042,0.4337742936469051,-0.024906091785072675,0.45868038543197776,FALSE
1,1970s,Within guild,Dabbling ducks,Dabbling ducks,Dabbling ducks,21,0.839400625952899,0.8504674781259417,0.839400625952899,1,0,1,0.3648027945300652,0.37206647904249524,0.5662257063530949,0.024906091785072675,0.5413196145680222,7,7,0.4745978314228338,0.4337742936469051,-0.024906091785072675,0.45868038543197776,FALSE
1,1970s,Within guild,Flycatchers,Flycatchers,Flycatchers,3,0.7904110646727888,0.7444080382061734,0.7904110646727888,1,0,1,0.3648027945300652,0.37206647904249524,0.5662257063530949,0.024906091785072675,0.5413196145680222,3,3,0.42560827014272357,0.4337742936469051,-0.024906091785072675,0.45868038543197776,TRUE
1,1970s,Within guild,Rails,Rails,Rails,10,0.7867831874228499,0.7908276934419457,0.7867831874228499,1,0,1,0.3648027945300652,0.37206647904249524,0.5662257063530949,0.024906091785072675,0.5413196145680222,5,5,0.4219803928927847,0.4337742936469051,-0.024906091785072675,0.45868038543197776,FALSE
1,1970s,Within guild,Foliage gleaners,Foliage gleaners,Foliage gleaners,36,0.7602463039698403,0.8012448550232203,0.7602463039698403,1,0,1,0.3648027945300652,0.37206647904249524,0.5662257063530949,0.024906091785072675,0.5413196145680222,9,9,0.3954435094397751,0.4337742936469051,-0.024906091785072675,0.45868038543197776,FALSE
1,1970s,Within guild,Aerial insectivores,Aerial insectivores,Aerial insectivores,6,0.7271305833442125,0.689761294658249,0.7271305833442125,1,0,1,0.3648027945300652,0.37206647904249524,0.5662257063530949,0.024906091785072675,0.5413196145680222,4,4,0.36232778881414734,0.4337742936469051,-0.024906091785072675,0.45868038543197776,TRUE
1,1970s,Within guild,Gulls,Gulls,Gulls,10,0.6587467443509168,0.6177962564409735,0.6587467443509168,0.8,0,0.8,0.3648027945300652,0.37206647904249524,0.5662257063530949,0.024906091785072675,0.5413196145680222,5,5,0.29394394982085165,0.23377429364690516,-0.024906091785072675,0.2586803854319778,FALSE
1,1970s,Within guild,Plovers,Plovers,Plovers,15,0.6460730313674659,0.6606302380801548,0.6460730313674659,0.8,0,0.8,0.3648027945300652,0.37206647904249524,0.5662257063530949,0.024906091785072675,0.5413196145680222,6,6,0.28127023683740066,0.23377429364690516,-0.024906091785072675,0.2586803854319778,FALSE
1,1970s,Within guild,Thrushes,Thrushes,Thrushes,6,0.642044383230983,0.7290701929975902,0.642044383230983,0.6666666666666666,0,0.6666666666666666,0.3648027945300652,0.37206647904249524,0.5662257063530949,0.024906091785072675,0.5413196145680222,4,4,0.2772415887009178,0.10044096031357175,-0.024906091785072675,0.12534705209864438,TRUE
