response,trait,atlas,period,survey,group_probability,expected_group_richness,expected_total_richness,n_species,trait_group,site,X,Y,tmean_breeding,prec_breeding,hh,perc_urban,perc_cropland,perc_pasture,perc_forest,perc_grass_shrub
group_probability,Migratory strategy,1,1970s,AD90_1,0.33208553340468894,15.58752900812981,46.93829583095509,44,long-distance,AD90,447500.0709493527,6252499.57832838,8.47988972508823,135.417750659986,0.618778363356389,0,0.0933377430831709,0.282515181253616,0,0.0630141046866698
group_probability,Migratory strategy,1,1970s,BD19_1,0.24225973372159473,16.26516189965764,67.13935349383976,44,long-distance,BD19,457500.063487968,6297499.744964002,8.37309115174707,136.040808322755,0.780667321190935,0.0243546676620339,0.18459861776607,0.299502133768088,0.118682525024116,0.235774732630159
group_probability,Migratory strategy,1,1970s,DC09_1,0.2578163809277767,11.84011236653895,45.92459301434293,44,long-distance,DC09,552499.6781305044,6347499.774804628,8.54262216520824,122.022766439701,0.189512668041235,0.0266417256378665,0.896596436937485,0,0,0.0767618374246486
group_probability,Migratory strategy,1,1970s,DB11_1,0.2582115883973386,14.112993803012012,54.656701856830665,44,long-distance,DB11,557499.6898730142,6357499.755865983,8.42796743326567,120.616290811715,0.449415964138006,0.340965356192441,0.659034643807558,0,0,0
group_probability,Migratory strategy,1,1970s,DB13_1,0.16675228775160256,5.460908650327623,32.74862806357594,44,long-distance,DB13,557499.6790873646,6367499.744899912,8.40398419705715,120.547049347749,0.514697585721414,0.304787664869584,0.6221483302317,0,0.0730640048987164,0
group_probability,Migratory strategy,1,1970s,DB14_1,0.2606007602327215,10.225759745168547,39.23917848910627,44,long-distance,DB14,557499.6920318474,6372499.795985679,8.38211620111851,119.34811944413,0.463604071781248,0.188930470791353,0.70143907252622,0.0913871741649368,0,0.01824328251749
group_probability,Migratory strategy,1,1970s,DB15_1,0.2620656595414941,10.812710166452433,41.259546120503465,44,long-distance,DB15,557499.6776623846,6377499.772861233,8.31896655100977,122.930284291606,0.582794077276637,0.121773341504319,0.583357364408126,0.0291827575865975,0.0485533532657787,0.217133183235179
group_probability,Migratory strategy,1,1970s,DB16_1,0.25421233281281674,13.004072518522023,51.15437309682872,44,long-distance,DB16,557499.6934591797,6382499.787658613,8.37739569851295,119.151223128812,0.742930829363211,0.26186985226138,0.025849631837939,0.251666154555742,0.021338918783007,0.0243546682994634
group_probability,Migratory strategy,1,1970s,BD20_1,0.23183274158657985,9.441518115301767,40.72555951625907,44,long-distance,BD20,462500.0521724849,6252499.692892568,8.4199740830689,140.23582035852,0.456609538436764,0,0.707453295854463,0.0397231566957469,0.190873160276152,0.0619503871736378
group_probability,Migratory strategy,1,1970s,DB20_1,0.1977129559693992,6.9310665393847675,35.05620815490471,44,long-distance,DB20,562499.6596629414,6352499.822055593,8.37252824588468,123.321345281843,0.00399967395610012,0.00200385240250115,0.997996147597499,0,0,0
group_probability,Migratory strategy,1,1970s,DB21_1,0.320692357435561,10.007307939387115,31.20532094812379,44,long-distance,DB21,562499.6778171846,6357499.774650563,8.36348870107653,120.866381959335,0.236517515100911,0.105380003563523,0.866955724239629,0,0,0.0276642721968487
group_probability,Migratory strategy,1,1970s,DB22_1,0.27544834177938887,8.99885200769794,32.66983547465052,44,long-distance,DB22,562499.6515363256,6362499.764446196,8.40296755641202,118.347386778617,0.349788643169907,0.0844860453843664,0.793740618184347,0.109596002788158,0,0.0121773336431286
group_probability,Migratory strategy,1,1970s,DB23_1,0.16966404395831605,5.902873849441502,34.79154281440887,44,long-distance,DB23,562499.6400820935,6367499.792328508,8.38819294107368,118.164764455608,0.395316810693855,0.271217145194242,0.728782854805758,0,0,0
group_probability,Migratory strategy,1,1970s,DB24_1,0.24671368069941096,12.676880619668777,51.382965807696465,44,long-distance,DB24,562499.6441820732,6372499.746949654,8.32827241826743,119.621226198067,0.324990386208849,0.184260842141569,0.80058601819827,0.00603149878149053,0.0091216408786708,0
group_probability,Migratory strategy,1,1970s,DB25_1,0.2412799073718108,11.966566593706672,49.59620021432729,44,long-distance,DB25,562499.6611575983,6377499.739594084,8.28720809155285,118.742769346228,0.27595472663145,0.118763081017121,0.84164922531038,0,0.0395876936724988,0
